cd_id,cd_type_id,cd_mileage_miles,cd_car_price,cd_year,cd_make,cd_model,cd_body_style,cd_doors,cd_mpg,cd_engine,cd_transmission,cd_drive_type,cd_fuel,cd_tank_size,cd_bed_style,cd_cab_style,cd_path_
9983,144,46394,36589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9984,144,46394,36589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9985,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9986,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9987,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9988,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9989,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9990,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9991,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9992,144,50715,42999,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9993,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9994,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9995,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9996,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9997,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9998,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
9999,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10000,144,22260,42589,2021,kia,telluride,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10001,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10002,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10003,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10004,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10005,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10006,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10007,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10008,144,35902,33999,2021,kia,telluride,SUV,4 Doors,20 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Kia_Telluride_2020_39_18_290_38_6_78_69_196_19_AWD_8_4_SUV_CZE.jpg
10009,161,23070,31999,2022,lincoln,corsair,SUV,4 Doors,22 City / 29 Hwy,4 Cyl,Automatic,FWD,Gasoline,,,,Lincoln_Corsair_2020_44_19_250_20_4_74_64_180_21_AWD_5_4_SUV_CGU.jpg
10010,161,23070,31999,2022,lincoln,corsair,SUV,4 Doors,22 City / 29 Hwy,4 Cyl,Automatic,FWD,Gasoline,,,,Lincoln_Corsair_2020_44_19_250_20_4_74_64_180_21_AWD_5_4_SUV_CGU.jpg
10011,161,11406,33589,2022,lincoln,corsair,SUV,4 Doors,22 City / 29 Hwy,4 Cyl,Automatic,FWD,Gasoline,,,,Lincoln_Corsair_2020_44_19_250_20_4_74_64_180_21_AWD_5_4_SUV_CGU.jpg
10012,161,11406,33589,2022,lincoln,corsair,SUV,4 Doors,22 City / 29 Hwy,4 Cyl,Automatic,FWD,Gasoline,,,,Lincoln_Corsair_2020_44_19_250_20_4_74_64_180_21_AWD_5_4_SUV_CGU.jpg
10013,142,93388,21999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10014,142,93388,21999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10015,142,93388,21999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10016,142,93388,21999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10017,142,78782,25589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10018,142,78782,25589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10019,142,78782,25589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10020,142,78782,25589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10021,142,104083,22589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10022,142,104083,22589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10023,142,104083,22589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10024,142,104083,22589,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Gasoline,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10025,142,89072,22999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Flexible-Fuel,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10026,142,89072,22999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Flexible-Fuel,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10027,142,89072,22999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Flexible-Fuel,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10028,142,89072,22999,2017,jeep,grand cherokee,SUV,4 Doors,18 City / 25 Hwy,6 Cyl,Automatic,4WD,Flexible-Fuel,24.6 Gal,,,Jeep_Grand Cherokee_2017_30_18_290_36_6_76_69_189_19_RWD_5_4_SUV_Abw.jpg
10029,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10030,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10031,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10032,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10033,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10034,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10035,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10036,99,47113,38999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10037,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10038,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10039,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10040,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10041,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10042,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10043,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10044,99,24381,42589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10045,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10046,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10047,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10048,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10049,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10050,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10051,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10052,99,36521,40999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10053,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10054,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10055,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10056,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10057,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10058,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10059,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10060,99,23997,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10061,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10062,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10063,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10064,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10065,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10066,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10067,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10068,99,10084,42999,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10069,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10070,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10071,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10072,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10073,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10074,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10075,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10076,99,40190,40589,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10077,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10078,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10079,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10080,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10081,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10082,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10083,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10084,99,37619,36589,2020,hyundai,palisade,SUV,4 Doors,19 City / 26 Hwy,6 Cyl,Automatic,FWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10085,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10086,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10087,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10088,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10089,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10090,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10091,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10092,99,64423,32999,2020,hyundai,palisade,SUV,4 Doors,19 City / 24 Hwy,6 Cyl,Automatic,AWD,Gasoline,,,,Hyundai_Palisade_2020_46_20_290_38_6_77_68_196_19_AWD_7_4_SUV_AFU.jpg
10093,148,57082,27999,2020,audi,q3,SUV,4 Doors,19 City / 27 Hwy,4 Cyl,Automatic,AWD,Gasoline,,,,Audi_Q3_2020_34_18_220_20_4_72_64_176_19_AWD_5_4_SUV_Nbm.jpg
10094,148,57082,27999,2020,audi,q3,SUV,4 Doors,19 City / 27 Hwy,4 Cyl,Automatic,AWD,Gasoline,,,,Audi_Q3_2020_34_18_220_20_4_72_64_176_19_AWD_5_4_SUV_Nbm.jpg
10095,148,57082,27999,2020,audi,q3,SUV,4 Doors,19 City / 27 Hwy,4 Cyl,Automatic,AWD,Gasoline,,,,Audi_Q3_2020_34_18_220_20_4_72_64_176_19_AWD_5_4_SUV_Nbm.jpg
